Publisher ID,Publisher Name,Keyword ID,Keyword,Match Type,Campaign,Keyword Group,Category,Bid Strategy,Keyword Type,Status,Search Engine Bid,Clicks,Avg. Cost per Click,Impressions,Engine Click Thru %,Avg. Pos.,Trans. Conv. %,Total Cost/ Trans.,Amount,Total Cost,Total Volume of Bookings
K435,Google - US,4.30E+16,bordeaux air france,Broad,French Destinations,Bordeaux Branded,uncategorized,Position 2-5 Bid Strategy,Unassigned,Paused,10,8,1.85,79,0.101,1.01,0,0,0,14.78,0
K435,Google - US,4.30E+16,budget travel france,Broad,Paris & France Terms,France,uncategorized,Pos 3-6,Unassigned,Paused,10,6,2.53,217,0.028,1.44,0,0,0,15.15,0
K435,Google - US,4.30E+16,nice cheap ticket,Broad,French Destinations,Nice,uncategorized,Position 2-5 Bid Strategy,Unassigned,Live,10,10,1.52,46,0.217,1.11,0,0,0,15.18,0
K435,Google - US,4.30E+16,fly marseille,Broad,French Destinations,Marseille,uncategorized,Position 2-5 Bid Strategy,Unassigned,Paused,10,7,2.17,86,0.081,1.06,0,0,0,15.17,0
K435,Google - US,4.30E+16,bordeaux cheap flight,Broad,French Destinations,Bordeaux,uncategorized,Position 2-5 Bid Strategy,Unassigned,Paused,10,7,2.25,37,0.189,1.08,0,0,0,15.74,0
K435,Google - US,4.30E+16,fly to marseille,Broad,French Destinations,Marseille,uncategorized,Position 2-5 Bid Strategy,Unassigned,Paused,10,9,1.76,49,0.184,1.04,0,0,0,15.85,0
K435,Google - US,4.30E+16,new york to paris flight,Broad,Paris & France Terms,Paris,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,10,8,2.2,52,0.154,1.13,0,0,0,17.59,0
K435,Google - US,4.30E+16,trip to paris france,Broad,Paris & France Terms,Paris,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,10,7,2.69,70,0.1,1.09,0,0,0,18.85,0
K435,Google - US,4.30E+16,cheap flight to lyon,Broad,French Destinations,Lyon,uncategorized,Position 2-5 Bid Strategy,Unassigned,Paused,10,9,2.11,69,0.13,1.24,0,0,0,19.01,0
K435,Google - US,4.30E+16,bordeaux travel,Broad,French Destinations,Bordeaux Branded,uncategorized,Position 2-5 Bid Strategy,Unassigned,Paused,10,5,3.81,117,0.043,1.86,0,0,0,19.04,0
K435,Google - US,4.30E+16,lyon travel,Broad,French Destinations,Lyon,uncategorized,Position 2-5 Bid Strategy,Unassigned,Paused,10,6,3.27,317,0.019,1.84,0,0,0,19.6,0
K435,Google - US,4.30E+16,paris travel service,Broad,Paris & France Terms,Paris,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,10,8,2.55,266,0.03,1.11,0,0,0,20.41,0
K435,Google - US,4.30E+16,paris plane ticket,Broad,Paris & France Terms,Paris,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,10,11,2,77,0.143,1.21,0,0,0,21.99,0
K435,Google - US,4.30E+16,nice ticket,Broad,French Destinations,Nice,uncategorized,Position 2-5 Bid Strategy,Unassigned,Live,10,15,1.55,227,0.066,1.11,0,0,0,23.19,0
K435,Google - US,4.30E+16,uk fare,Broad,Google_Yearlong 2006,Google|UK,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,10,5,4.77,350,0.014,1.44,0,0,0,23.83,0
K435,Google - US,4.30E+16,marseille airfare,Broad,French Destinations,Nice,uncategorized,Position 2-5 Bid Strategy,Unassigned,Live,10,16,1.51,200,0.08,1.05,0,0,0,24.23,0
K435,Google - US,4.30E+16,paris france tourism,Broad,Paris & France Terms,Paris,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,10,9,2.75,491,0.018,1.07,0,0,0,24.75,0
K435,Google - US,4.30E+16,marseille cheap flights,Broad,French Destinations,Marseille,uncategorized,Position 2-5 Bid Strategy,Unassigned,Paused,10,16,1.57,82,0.195,1.02,0,0,0,25.1,0
K435,Google - US,4.30E+16,nice fare,Broad,French Destinations,Nice,uncategorized,Position 2-5 Bid Strategy,Unassigned,Live,10,16,1.68,246,0.065,1.11,0,0,0,26.83,0
K435,Google - US,4.30E+16,travel to bordeaux,Broad,French Destinations,Bordeaux,uncategorized,Position 2-5 Bid Strategy,Unassigned,Paused,10,7,3.96,119,0.059,1.53,0,0,0,27.74,0
K435,Google - US,4.30E+16,bordeaux flight,Broad,French Destinations,Bordeaux,uncategorized,Position 2-5 Bid Strategy,Unassigned,Paused,10,11,2.61,184,0.06,1.11,0,0,0,28.76,0
K435,Google - US,4.30E+16,france plane ticket,Broad,Paris & France Terms,France,uncategorized,Pos 3-6,Unassigned,Paused,10,7,4.16,80,0.088,1.48,0,0,0,29.1,0
K435,Google - US,4.30E+16,uk flights,Broad,Google_Yearlong 2006,Google|UK,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,10,5,6.21,557,0.009,1.54,0,0,0,31.04,0
K435,Google - US,4.30E+16,nice cheap tickets,Broad,French Destinations,Nice,uncategorized,Position 2-5 Bid Strategy,Unassigned,Live,10,18,1.86,129,0.14,1.08,0,0,0,33.41,0
K435,Google - US,4.30E+16,south france travel,Broad,Paris & France Terms,France,uncategorized,Pos 3-6,Unassigned,Paused,10,10,3.38,604,0.017,1.4,0,0,0,33.81,0
K435,Google - US,4.30E+16,flight to marseille,Broad,French Destinations,Marseille,uncategorized,Position 2-5 Bid Strategy,Unassigned,Paused,10,23,1.96,127,0.181,1.08,0,0,0,44.99,0
K435,Google - US,4.30E+16,fly to bordeaux,Broad,French Destinations,Bordeaux,uncategorized,Position 2-5 Bid Strategy,Unassigned,Paused,10,16,2.9,111,0.144,1.22,0,0,0,46.36,0
K435,Google - US,4.30E+16,nice airline,Broad,French Destinations,Nice,uncategorized,Position 2-5 Bid Strategy,Unassigned,Live,10,24,1.98,442,0.054,1.07,0,0,0,47.56,0
K435,Google - US,4.30E+16,flight to lyon,Broad,French Destinations,Lyon,uncategorized,Position 2-5 Bid Strategy,Unassigned,Paused,10,21,2.41,214,0.098,1.08,0,0,0,50.54,0
K435,Google - US,4.30E+16,fly to lyon,Broad,French Destinations,Lyon,uncategorized,Position 2-5 Bid Strategy,Unassigned,Paused,10,25,2.05,156,0.16,1.1,0,0,0,51.15,0
K435,Google - US,4.30E+16,france airports,Broad,Paris & France Terms,France,uncategorized,Pos 3-6,Unassigned,Paused,10,33,1.59,2411,0.014,1.17,0,0,0,52.37,0
K435,Google - US,4.30E+16,paris plane tickets,Broad,Paris & France Terms,Paris,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,10,20,2.62,160,0.125,1.3,0,0,0,52.49,0
K435,Google - US,4.30E+16,uk flight,Broad,Google_Yearlong 2006,Google|UK,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,10,9,5.84,225,0.04,1.28,0,0,0,52.52,0
K435,Google - US,4.30E+16,flight to bordeaux,Broad,French Destinations,Bordeaux,uncategorized,Position 2-5 Bid Strategy,Unassigned,Paused,10,18,2.93,141,0.128,1.28,0,0,0,52.71,0
K435,Google - US,4.30E+16,lyon flight,Broad,French Destinations,Lyon,uncategorized,Position 2-5 Bid Strategy,Unassigned,Paused,10,25,2.2,396,0.063,1.09,0,0,0,55.09,0
K435,Google - US,4.30E+16,paris airports,Broad,Paris & France Terms,Paris,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,10,21,2.9,1102,0.019,1.12,0,0,0,60.99,0
K435,Google - US,4.30E+16,nice airfare,Broad,French Destinations,Nice,uncategorized,Position 2-5 Bid Strategy,Unassigned,Live,10,41,1.49,195,0.21,1.03,0,0,0,61.21,0
K435,Google - US,4.30E+16,paris travel deal,Broad,Paris & France Terms,Paris,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,10,13,4.77,139,0.094,1.72,0,0,0,61.96,0
K435,Google - US,4.30E+16,uk tickets,Broad,Google_Yearlong 2006,Google|UK,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,10,11,5.71,403,0.027,1.35,0,0,0,62.84,0
K435,Google - US,4.30E+16,visit paris,Broad,Paris & France Terms,Paris,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,10,26,2.42,2004,0.013,1.3,0,0,0,62.95,0
K435,Google - US,4.30E+16,uk airfares,Broad,Google_Yearlong 2006,Google|UK,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,10,15,4.62,128,0.117,1.33,0,0,0,69.31,0
K435,Google - US,4.30E+16,nice cheap flight,Broad,French Destinations,Nice,uncategorized,Position 2-5 Bid Strategy,Unassigned,Live,10,37,1.96,227,0.163,1.06,0,0,0,72.35,0
K435,Google - US,4.30E+16,paris tourism,Broad,Paris & France Terms,Paris,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,10,28,2.88,4003,0.007,1.36,0,0,0,80.71,0
K435,Google - US,4.30E+16,paris airport,Broad,Paris & France Terms,Paris,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,10,25,3.24,3134,0.008,1.43,0,0,0,81.06,0
K435,Google - US,4.30E+16,nice airport,Broad,French Destinations,Nice,uncategorized,Position 2-5 Bid Strategy,Unassigned,Live,10,25,3.36,3707,0.007,1.41,0,0,0,84.03,0
K435,Google - US,4.30E+16,france fare,Broad,Paris & France Terms,France,uncategorized,Pos 3-6,Unassigned,Paused,10,33,2.9,1028,0.032,1.2,0,0,0,95.6,0
K435,Google - US,4.30E+16,france airport,Broad,Paris & France Terms,France,uncategorized,Pos 3-6,Unassigned,Unavailable,10,36,2.66,2391,0.015,1.17,0,0,0,95.69,0
K435,Google - US,4.30E+16,france travel agency,Broad,Paris & France Terms,France,uncategorized,Pos 3-6,Unassigned,Paused,10,23,4.22,593,0.039,1.22,0,0,0,96.96,0
K435,Google - US,4.30E+16,france ticket,Broad,Paris & France Terms,France,uncategorized,Pos 3-6,Unassigned,Paused,10,27,3.61,1647,0.016,1.26,0,0,0,97.4,0
K435,Google - US,4.30E+16,lyon cheap flights,Broad,French Destinations,Lyon,uncategorized,Position 2-5 Bid Strategy,Unassigned,Paused,10,48,2.06,373,0.129,1.07,0,0,0,98.93,0
K435,Google - US,4.30E+16,marseille flights,Broad,French Destinations,Marseille,uncategorized,Position 2-5 Bid Strategy,Unassigned,Paused,10,43,2.35,359,0.12,1.16,0,0,0,101.04,0
K435,Google - US,4.30E+16,nice tickets,Broad,French Destinations,Nice,uncategorized,Position 2-5 Bid Strategy,Unassigned,Live,10,34,3.16,1144,0.03,1.18,0,0,0,107.5,0
K435,Google - US,4.30E+16,france cheap flight,Broad,Paris & France Terms,France,uncategorized,Pos 3-6,Unassigned,Paused,10,41,2.81,704,0.058,1.23,0,0,0,115.14,0
K435,Google - US,4.30E+16,nice flight,Broad,French Destinations,Nice,uncategorized,Postiion 1-4 Bid Strategy,Unassigned,Live,10,57,2.18,1067,0.053,1.15,0,0,0,124.4,0
K435,Google - US,4.30E+16,paris france travel,Broad,Paris & France Terms,Paris,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,10,45,3.03,4349,0.01,1.52,0,0,0,136.15,0
K435,Google - US,4.30E+16,france plane tickets,Broad,Paris & France Terms,France,uncategorized,Pos 3-6,Unassigned,Paused,10,30,4.59,336,0.089,1.69,0,0,0,137.56,0
K435,Google - US,4.30E+16,paris cheap ticket,Broad,Paris & France Terms,Paris,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,10,55,2.57,396,0.139,1.33,0,0,0,141.31,0
K435,Google - US,4.30E+16,france fares,Broad,Paris & France Terms,France,uncategorized,Pos 3-6,Unassigned,Paused,10,59,2.63,1286,0.046,1.4,0,0,0,155.24,0
K435,Google - US,4.30E+16,paris fare,Broad,Paris & France Terms,Paris,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,10,76,2.28,1250,0.061,1.25,0,0,0,173.52,0
K435,Google - US,4.30E+16,bordeaux flights,Broad,French Destinations,Bordeaux,uncategorized,Position 2-5 Bid Strategy,Unassigned,Paused,10,57,3.07,663,0.086,1.3,0,0,0,175.01,0
K435,Google - US,4.30E+16,france holidays,Broad,Paris & France Terms,France,uncategorized,Pos 3-6,Unassigned,Paused,10,44,4.03,2997,0.015,2.68,0,0,0,177.35,0
K435,Google - US,4.30E+16,bordeaux cheap flights,Broad,French Destinations,Bordeaux,uncategorized,Position 2-5 Bid Strategy,Unassigned,Paused,10,59,3.17,432,0.137,1.1,0,0,0,187.27,0
K435,Google - US,4.30E+16,lyon flights,Broad,French Destinations,Lyon,uncategorized,Position 2-5 Bid Strategy,Unassigned,Paused,10,76,2.59,819,0.093,1.16,0,0,0,197.21,0
K435,Google - US,4.30E+16,nice cheap flights,Broad,French Destinations,Nice,uncategorized,Position 2-5 Bid Strategy,Unassigned,Live,10,82,2.55,559,0.147,1.31,0,0,0,209.1,0
K435,Google - US,4.30E+16,trip to france,Broad,Paris & France Terms,France,uncategorized,Pos 3-6,Unassigned,Paused,10,44,4.84,1502,0.029,1.55,0,0,0,213.15,0
K435,Google - US,4.30E+16,paris trip,Broad,Paris & France Terms,Paris,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,10,58,3.72,1944,0.03,1.51,0,0,0,216.02,0
K435,Google - US,4.30E+16,france airlines,Broad,Paris & France Terms,France,uncategorized,Pos 3-6,Unassigned,Paused,10,90,2.41,3575,0.025,1.3,0,0,0,217.09,0
K435,Google - US,4.30E+16,trips to france,Broad,Paris & France Terms,France,uncategorized,Pos 3-6,Unassigned,Paused,10,45,5.1,1915,0.024,2.45,0,0,0,229.47,0
K435,Google - US,4.30E+16,travel to nice,Broad,French Destinations,Nice,uncategorized,Postiion 1-4 Bid Strategy,Unassigned,Live,10,104,2.25,1686,0.062,1.24,0,0,0,233.72,0
K435,Google - US,4.30E+16,paris ticket,Broad,Paris & France Terms,Paris,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,10,112,2.16,2308,0.049,1.39,0,0,0,241.57,0
K435,Google - US,4.30E+16,france cheap ticket,Broad,Paris & France Terms,France,uncategorized,Pos 3-6,Unassigned,Unavailable,10,102,2.86,668,0.153,1.22,0,0,0,291.94,0
K435,Google - US,4.30E+16,france trip,Broad,Paris & France Terms,France,uncategorized,Pos 3-6,Unassigned,Paused,10,61,5.08,2117,0.029,1.42,0,0,0,309.99,0
K435,Google - US,4.30E+16,flight to nice,Broad,French Destinations,Nice,uncategorized,Position 2-5 Bid Strategy,Unassigned,Live,10,151,2.06,932,0.162,1.13,0,0,0,310.45,0
K435,Google - US,4.30E+16,nice travel,Broad,French Destinations,Nice,uncategorized,Postiion 1-4 Bid Strategy,Unassigned,Live,10,69,4.59,2788,0.025,1.41,0,0,0,316.62,0
K435,Google - US,4.30E+16,paris fares,Broad,Paris & France Terms,Paris,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,10,122,2.7,1183,0.103,1.33,0,0,0,329.07,0
K435,Google - US,4.30E+16,trip to paris,Broad,Paris & France Terms,Paris,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,10,117,3.36,1853,0.063,1.51,0,0,0,393.36,0
K435,Google - US,4.30E+16,flights to uk,Broad,Google_Yearlong 2006,Google|UK,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,10,102,4.08,3102,0.033,2.2,0,0,0,416.11,0
K435,Google - US,4.30E+16,france flight,Broad,Paris & France Terms,France,uncategorized,Pos 3-6,Unassigned,Paused,10,157,2.83,4394,0.036,1.29,0,0,0,444.56,0
K435,Google - US,4.30E+16,paris airfare,Broad,Paris & France Terms,Paris,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,10,203,2.28,2535,0.08,1.48,0,0,0,463.65,0
K435,Google - US,4.30E+16,paris cheap tickets,Broad,Paris & France Terms,Paris,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,10,160,3.11,2009,0.08,2.26,0,0,0,497.35,0
K435,Google - US,4.30E+16,paris tickets,Broad,Paris & France Terms,Paris,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,10,164,3.06,6534,0.025,1.93,0,0,0,501.9,0
K435,Google - US,4.30E+16,fly to paris,Broad,Paris & France Terms,Paris,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,10,261,2.02,2252,0.116,1.32,0,0,0,525.99,0
K435,Google - US,4.30E+16,cheap travel france,Broad,Paris & France Terms,France,uncategorized,Pos 3-6,Unassigned,Paused,10,107,5.29,1357,0.079,1.76,0,0,0,566.5,0
K435,Google - US,4.30E+16,flights to bordeaux,Broad,French Destinations,Bordeaux,uncategorized,Position 2-5 Bid Strategy,Unassigned,Paused,10,205,3.25,1697,0.121,1.53,0,0,0,666.92,0
K435,Google - US,4.30E+16,flights to lyon,Broad,French Destinations,Lyon,uncategorized,Position 2-5 Bid Strategy,Unassigned,Paused,10,282,2.51,1936,0.146,1.14,0,0,0,709.17,0
K435,Google - US,4.30E+16,travel in paris,Broad,Paris & France Terms,Paris,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,10,176,4.11,4204,0.042,2.22,0,0,0,723.19,0
K435,Google - US,4.30E+16,trips to paris,Broad,Paris & France Terms,Paris,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,10,256,3.08,2470,0.104,1.9,0,0,0,788.25,0
K435,Google - US,4.30E+16,paris cheap flight,Broad,Paris & France Terms,Paris,uncategorized,Position 5-10 Bid Strategy,Unassigned,Paused,10,347,3.15,3816,0.091,1.46,0,0,0,1092.01,0
K435,Google - US,4.30E+16,travel to france,Broad,Paris & France Terms,France,uncategorized,Pos 3-6,Unassigned,Paused,10,289,4.27,7101,0.041,2.06,0,0,0,1234.56,0
K1123,Overture - Global,4.30E+16,tahiti fare,Standard,Unassigned,Unassigned,tahiti,,Unassigned,Paused,10,1,0.13,3,0.333,1,0,0,0,0.13,0
K1123,Overture - Global,4.30E+16,bora bora airport,Standard,Unassigned,Unassigned,tahiti,,Unassigned,Paused,10,1,0.2,56,0.018,1.07,0,0,0,0.2,0
K1123,Overture - Global,4.30E+16,cheap tahiti airfare,Standard,Unassigned,Unassigned,tahiti,,Unassigned,Paused,10,1,0.34,16,0.063,1.56,0,0,0,0.34,0
K1123,Overture - Global,4.30E+16,fly to tahiti,Standard,Unassigned,Unassigned,tahiti,,Unassigned,Paused,10,1,0.38,143,0.007,5.74,0,0,0,0.38,0
K1123,Overture - Global,4.30E+16,tahiti airport,Standard,Unassigned,Unassigned,tahiti,,Unassigned,Paused,10,1,0.4,122,0.008,2.53,0,0,0,0.4,0
K1123,Overture - Global,4.30E+16,cheap tahiti flight,Standard,Unassigned,Unassigned,tahiti,,Unassigned,Paused,10,1,0.5,18,0.056,2.78,0,0,0,0.5,0
K1123,Overture - Global,4.30E+16,bora bora ticket,Standard,Unassigned,Unassigned,tahiti,,Unassigned,Paused,10,3,0.22,6,0.5,0.83,0,0,0,0.65,0
K1123,Overture - Global,4.30E+16,airfare to bora bora,Standard,Unassigned,Unassigned,tahiti,,Unassigned,Paused,10,1,1.4,21,0.048,1.05,0,0,0,1.4,0
K1123,Overture - Global,4.30E+16,flight to tahiti,Standard,Unassigned,Unassigned,tahiti,,Unassigned,Paused,10,4,0.67,206,0.019,1.34,0,0,0,2.66,0
K1123,Overture - Global,4.30E+16,tahiti airline,Standard,Unassigned,Unassigned,tahiti,,Unassigned,Paused,10,6,0.51,208,0.029,2.56,0,0,0,3.04,0
K1123,Overture - Global,4.30E+16,flight to bora bora,Standard,Unassigned,Unassigned,tahiti,,Unassigned,Paused,10,21,0.36,284,0.074,1.08,0,0,0,7.62,0
K1123,Overture - Global,4.30E+16,travel to bora bora,Standard,Unassigned,Unassigned,tahiti,,Unassigned,Paused,10,9,1.37,412,0.022,3.38,0,0,0,12.34,0
K1123,Overture - Global,4.30E+16,bora bora vacation,Standard,Unassigned,Unassigned,tahiti,,Unassigned,Paused,10,23,2.19,1286,0.018,1.85,0,0,0,50.35,0
K1123,Overture - Global,4.30E+16,travel to tahiti,Standard,Unassigned,Unassigned,tahiti,,Unassigned,Paused,10,32,2.57,3259,0.01,1.15,0,0,0,82.11,0
K1123,Overture - Global,4.30E+16,tahiti vacation,Standard,Unassigned,Unassigned,tahiti,,Unassigned,Paused,10,70,3.21,3040,0.023,2.23,0,0,0,224.95,0
K1175,Google - Global,4.30E+16,marseilles airport,Broad,Air France Global Campaign,Marseille,marseille,Position 1- 3,Unassigned,Unavailable,11.25,1,0.3,238,0.004,1.13,0,0,0,0.3,0
K1175,Google - Global,4.30E+16,fly to strasbourg,Broad,Air France Global Campaign,Strasbourg,strasbourg,Position 1- 3,Unassigned,Unavailable,11.25,1,0.45,21,0.048,1,0,0,0,0.45,0
K1175,Google - Global,4.30E+16,flights to glasgow,Broad,Air France Global Campaign,Glasgow,glasgow,Position 1- 3,Unassigned,Unavailable,11.25,1,0.66,76,0.013,1,0,0,0,0.66,0
K1175,Google - Global,4.30E+16,zagreb tickets,Broad,Air France Global Campaign,Zagreb,zagreb,Position 1- 3,Unassigned,Unavailable,11.25,1,0.83,3,0.333,1,0,0,0,0.83,0
K1175,Google - Global,4.30E+16,cheap flight to strasbourg,Broad,Air France Global Campaign,Strasbourg,strasbourg,Position 1- 3,Unassigned,Unavailable,11.25,1,0.83,2,0.5,1,0,0,0,0.83,0
K1175,Google - Global,4.30E+16,pisa airfare,Broad,Air France Global Campaign,Pisa,pisa,Position 1- 3,Unassigned,Unavailable,11.25,1,0.86,23,0.044,1,0,0,0,0.86,0
K1175,Google - Global,4.30E+16,flight to warsaw,Broad,Air France Global Campaign,Warsaw,warsaw,Position 1- 3,Unassigned,Unavailable,11.25,1,0.86,1,1,1,0,0,0,0.86,0
K1175,Google - Global,4.30E+16,strasbourg airports,Broad,Air France Global Campaign,Strasbourg,strasbourg,Position 1- 3,Unassigned,Unavailable,11.25,1,0.88,9,0.111,1,0,0,0,0.88,0
K1175,Google - Global,4.30E+16,travel to brussels,Broad,Air France Global Campaign,Brussels,brussels,Position 1- 3,Unassigned,Unavailable,11.25,1,0.95,18,0.056,1.12,0,0,0,0.95,0
K1175,Google - Global,4.30E+16,oslo airfare,Broad,Air France Global Campaign,Oslo,oslo,Position 1- 3,Unassigned,Unavailable,11.25,1,0.98,43,0.023,1,0,0,0,0.98,0
K1175,Google - Global,4.30E+16,strasbourg tickets,Broad,Air France Global Campaign,Strasbourg,strasbourg,Position 1- 3,Unassigned,Unavailable,11.25,1,1.03,123,0.008,1.01,0,0,0,1.03,0
K1175,Google - Global,4.30E+16,strasbourg airlines,Broad,Air France Global Campaign,Strasbourg,strasbourg,Position 1- 3,Unassigned,Unavailable,11.25,1,1.05,47,0.021,1.14,0,0,0,1.05,0
K1175,Google - Global,4.30E+16,glasgow flight,Broad,Air France Global Campaign,Glasgow,glasgow,Position 1- 3,Unassigned,Unavailable,11.25,1,1.15,40,0.025,1,0,0,0,1.15,0
K1175,Google - Global,4.30E+16,cheap flight to brussels,Broad,Air France Global Campaign,Brussels,brussels,Position 1- 3,Unassigned,Unavailable,11.25,1,1.18,6,0.167,1,0,0,0,1.18,0
K1175,Google - Global,4.30E+16,marseilles airports,Broad,Air France Global Campaign,Marseille,marseille,Position 1- 3,Unassigned,Unavailable,11.25,1,1.18,2,0.5,1,0,0,0,1.18,0
K1175,Google - Global,4.30E+16,genoa flight,Broad,Air France Global Campaign,Genoa,genoa,Position 1- 3,Unassigned,Unavailable,11.25,1,1.2,2,0.5,1,0,0,0,1.2,0
K1175,Google - Global,4.30E+16,st. petersburg airfare,Broad,Air France Global Campaign,St. Petersburg,st.petersburg,Position 1- 3,Unassigned,Unavailable,11.25,1,1.21,22,0.046,1,0,0,0,1.21,0
K1175,Google - Global,4.30E+16,brussels cheap tickets,Broad,Air France Global Campaign,Brussels,brussels,Position 1- 3,Unassigned,Unavailable,11.25,1,1.33,11,0.091,1,0,0,0,1.33,0
K1175,Google - Global,4.30E+16,amsterdam airfares,Broad,Air France Global Campaign,Amsterdam,amsterdam,Position 1- 3,Unassigned,Unavailable,11.25,1,1.35,1,1,1,0,0,0,1.35,0
K1175,Google - Global,4.30E+16,strasbourg fares,Broad,Air France Global Campaign,Strasbourg,strasbourg,Position 1- 3,Unassigned,Unavailable,11.25,1,1.36,4,0.25,1,0,0,0,1.36,0
K1175,Google - Global,4.30E+16,stockholm flights,Broad,Air France Global Campaign,Stockholm,stockholm,Position 1- 3,Unassigned,Unavailable,11.25,1,1.38,120,0.008,1,0,0,0,1.38,0
K1175,Google - Global,4.30E+16,strasbourg flight,Broad,Air France Global Campaign,Strasbourg,strasbourg,Position 1- 3,Unassigned,Unavailable,11.25,1,1.38,98,0.01,1,0,0,0,1.38,0
K1175,Google - Global,4.30E+16,basel flights,Broad,Air France Global Campaign,Basel,basel,Position 1- 3,Unassigned,Unavailable,11.25,1,1.39,25,0.04,1,0,0,0,1.39,0
K1175,Google - Global,4.30E+16,trip to amsterdam,Broad,Air France Global Campaign,Amsterdam,amsterdam,Position 1- 3,Unassigned,Unavailable,11.25,1,1.39,12,0.083,1,0,0,0,1.39,0
K1175,Google - Global,4.30E+16,cheap flights to manchester,Broad,Air France Global Campaign,Manchester,manchester,Position 1- 3,Unassigned,Unavailable,11.25,1,1.43,14,0.071,1,0,0,0,1.43,0
K1175,Google - Global,4.30E+16,lisbon flight,Broad,Air France Global Campaign,Lisbon,lisbon,Position 1- 3,Unassigned,Unavailable,11.25,1,1.48,66,0.015,1,0,0,0,1.48,0
K1175,Google - Global,4.30E+16,brussels tickets,Broad,Air France Global Campaign,Brussels,brussels,Position 1- 3,Unassigned,Unavailable,11.25,1,1.48,38,0.026,1.02,0,0,0,1.48,0
K1175,Google - Global,4.30E+16,southampton flights,Broad,Air France Global Campaign,Southampton,southampton,Position 1- 3,Unassigned,Unavailable,11.25,1,1.56,178,0.006,1,0,0,0,1.56,0
K1175,Google - Global,4.30E+16,marseilles ticket,Broad,Air France Global Campaign,Marseille,marseille,Position 1- 3,Unassigned,Unavailable,11.25,1,1.56,14,0.071,1.44,0,0,0,1.56,0
K1175,Google - Global,4.30E+16,stockholm flight,Broad,Air France Global Campaign,Stockholm,stockholm,Position 1- 3,Unassigned,Unavailable,11.25,1,1.61,56,0.018,1.02,0,0,0,1.61,0
K1175,Google - Global,4.30E+16,lisbon flights,Broad,Air France Global Campaign,Lisbon,lisbon,Position 1- 3,Unassigned,Unavailable,11.25,1,1.63,111,0.009,1,0,0,0,1.63,0
K1175,Google - Global,4.30E+16,warsaw flights,Broad,Air France Global Campaign,Warsaw,warsaw,Position 1- 3,Unassigned,Unavailable,11.25,1,1.73,226,0.004,1.06,0,0,0,1.73,0
K1175,Google - Global,4.30E+16,budapest airfares,Broad,Air France Global Campaign,Budapest,budapest,Position 1- 3,Unassigned,Unavailable,11.25,1,1.74,17,0.059,1.1,0,0,0,1.74,0
K1175,Google - Global,4.30E+16,flights to genoa,Broad,Air France Global Campaign,Genoa,genoa,Position 1- 3,Unassigned,Unavailable,11.25,1,1.8,22,0.046,1.15,0,0,0,1.8,0
K1175,Google - Global,4.30E+16,krakow airfare,Broad,Air France Global Campaign,Krakow,krakow,Position 1- 3,Unassigned,Unavailable,11.25,1,1.8,14,0.071,1,0,0,0,1.8,0
K1175,Google - Global,4.30E+16,copenhagen airfare,Broad,Air France Global Campaign,Copenhagen,copenhagen,Position 1- 3,Unassigned,Unavailable,11.25,1,1.81,37,0.027,1,0,0,0,1.81,0
K1175,Google - Global,4.30E+16,brussels fares,Broad,Air France Global Campaign,Brussels,brussels,Position 1- 3,Unassigned,Unavailable,11.25,1,2.09,9,0.111,1.22,0,0,0,2.09,0
K1175,Google - Global,4.30E+16,amsterdam tickets,Broad,Air France Global Campaign,Amsterdam,amsterdam,Position 1- 3,Unassigned,Unavailable,11.25,1,2.1,141,0.007,1,0,0,0,2.1,0
