Publisher ID,Publisher Name,Keyword ID,Keyword,Match Type,Campaign,Keyword Group,Category,Bid Strategy,Keyword Type,Status,Search Engine Bid,Clicks,Avg. Cost per Click,Impressions,Engine Click Thru %,Avg. Pos.,Trans. Conv. %,Total Cost/ Trans.,Amount,Total Cost,Total Volume of Bookings
K1123,Overture - Global,4.30E+16,travel to lourdes,Standard,Unassigned,Unassigned,lourdes,Position 1-2 Target,Unassigned,Paused,0.48,24,0.46,947,0.025,2.66,0,0,0,10.94,0
K1122,Overture - US,4.30E+16,lowest airfare to paris,Standard,Unassigned,Unassigned,paris,Position 2-5 Bid Strategy,Unassigned,Paused,0.48,1,0.7,41,0.024,2.15,0,0,0,0.7,0
K1122,Overture - US,4.30E+16,venice plane ticket,Advanced,Unassigned,Unassigned,venice,Position 5-10 Bid Strategy,Unassigned,Unavailable,0.48,2,0.69,25,0.08,2.88,0,0,0,1.39,0
K1122,Overture - US,4.30E+16,international airline travel,Standard,Unassigned,Unassigned,internationalgeneral,Position 5-10 Bid Strategy,Unassigned,Paused,0.48,3,0.61,739,0.004,3.54,0,0,0,1.82,0
K1122,Overture - US,4.30E+16,air ticket deal,Standard,Unassigned,Unassigned,airgeneral,Position 5-10 Bid Strategy,Unassigned,Paused,0.48,4,0.67,551,0.007,2.91,0,0,0,2.68,0
K1122,Overture - US,4.30E+16,airline ticket prices,Standard,Unassigned,Unassigned,airlinegeneral,Position 5-10 Bid Strategy,Unassigned,Paused,0.48,316,0.71,108245,0.003,2.83,0,0,0,224.49,0
K1123,Overture - Global,4.30E+16,travel to lille,Standard,Unassigned,Unassigned,lille,Position 1-2 Target,Unassigned,Paused,0.49,3,0.4,1487,0.002,1.59,0,0,0,1.21,0
K1123,Overture - Global,4.30E+16,orange flight,Standard,Unassigned,Unassigned,orange,Position 1-2 Target,Unassigned,Paused,0.49,3,0.54,589,0.005,2.6,0,0,0,1.61,0
K1123,Overture - Global,4.30E+16,airfare low paris,Advanced,Unassigned,Unassigned,paris,Position 1-2 Target,Unassigned,Sent,0.49,4,0.54,388,0.01,2.86,0,0,0,2.15,0
K1123,Overture - Global,4.30E+16,airfare cheap france paris,Advanced,Unassigned,Unassigned,paris,Position 1-2 Target,Unassigned,Sent,0.49,28,0.63,602,0.047,1.42,0,0,0,17.55,0
K1122,Overture - US,4.30E+16,air line ticket online,Standard,Unassigned,Unassigned,airlinegeneral,Position 5-10 Bid Strategy,Unassigned,Paused,0.49,1,0.43,447,0.002,4.29,0,0,0,0.43,0
K1122,Overture - US,4.30E+16,cheap air fare paris,Standard,Unassigned,Unassigned,paris,Position 2-5 Bid Strategy,Unassigned,Paused,0.49,1,0.51,203,0.005,1.77,0,0,0,0.51,0
K1122,Overture - US,4.30E+16,budget airfare europe,Advanced,Unassigned,Unassigned,europe,Position 5-10 Bid Strategy,Unassigned,Paused,0.49,3,0.49,163,0.018,1.7,0,0,0,1.46,0
K1122,Overture - US,4.30E+16,cheap airline paris,Standard,Unassigned,Unassigned,paris,Position 2-5 Bid Strategy,Unassigned,Paused,0.49,2,1.61,34,0.059,2.71,0,0,0,3.21,0
K1122,Overture - US,4.30E+16,airfare low paris,Standard,Unassigned,Unassigned,paris,Position 2-5 Bid Strategy,Unassigned,Paused,0.49,5,0.7,67,0.075,2.69,0,0,0,3.51,0
K1122,Overture - US,4.30E+16,germany air ticket,Advanced,Unassigned,Unassigned,germany,Position 5-10 Bid Strategy,Unassigned,Paused,0.49,15,0.5,185,0.081,2.89,0,0,0,7.56,0
K1123,Overture - Global,4.30E+16,cheap grenoble flight,Standard,Unassigned,Unassigned,grenoble,Position 1-2 Target,Unassigned,Paused,0.5,2,0.51,78,0.026,2.34,0,0,0,1.03,0
K1123,Overture - Global,4.30E+16,le man flight,Standard,Unassigned,Unassigned,leman,Position 1-2 Target,Unassigned,Paused,0.5,3,0.51,545,0.006,3.38,0,0,0,1.54,0
K1123,Overture - Global,4.30E+16,lille flight,Standard,Unassigned,Unassigned,lille,Position 1-2 Target,Unassigned,Paused,0.5,3,0.52,443,0.007,1.61,0,0,0,1.55,0
K1123,Overture - Global,4.30E+16,paris travel service,Advanced,Unassigned,Unassigned,paris,Position 1-2 Target,Unassigned,Sent,0.5,5,0.44,498,0.01,1.68,0,0,0,2.19,0
K1123,Overture - Global,4.30E+16,airfare cheapest paris,Advanced,Unassigned,Unassigned,paris,Position 1-2 Target,Unassigned,Sent,0.5,11,0.5,277,0.04,1.75,0,0,0,5.46,0
K1123,Overture - Global,4.30E+16,grenoble flight,Standard,Unassigned,Unassigned,grenoble,Position 1-2 Target,Unassigned,Paused,0.5,14,0.51,485,0.029,1.7,0,0,0,7.2,0
K1123,Overture - Global,4.30E+16,cheap trip to paris,Standard,Unassigned,Unassigned,paris,Position 1-2 Target,Unassigned,Sent,0.5,39,0.6,606,0.064,2.28,0,0,0,23.26,0
K1123,Overture - Global,4.30E+16,paris tourism,Advanced,Unassigned,Unassigned,paris,Position 1-2 Target,Unassigned,Sent,0.5,255,0.57,15392,0.017,1.74,0,0,0,145.1,0
K1122,Overture - US,4.30E+16,airline ticket prices online,Standard,Unassigned,Unassigned,airlinegeneral,Position 5-10 Bid Strategy,Unassigned,Paused,0.5,1,0.41,1151,0.001,3.16,0,0,0,0.41,0
K1122,Overture - US,4.30E+16,flight ticket to paris,Standard,Unassigned,Unassigned,paris,Position 2-5 Bid Strategy,Unassigned,Paused,0.5,2,0.54,65,0.031,1.94,0,0,0,1.08,0
K1122,Overture - US,4.30E+16,airfare cheapest paris,Standard,Unassigned,Unassigned,paris,Position 2-5 Bid Strategy,Unassigned,Paused,0.5,2,0.56,66,0.03,1.94,0,0,0,1.13,0
K1122,Overture - US,4.30E+16,bargain flight spain,Advanced,Unassigned,Unassigned,spain,Position 5-10 Bid Strategy,Unassigned,Paused,0.5,2,0.78,59,0.034,1.78,0,0,0,1.55,0
K1122,Overture - US,4.30E+16,cheap air ticket to paris,Standard,Unassigned,Unassigned,paris,Position 2-5 Bid Strategy,Unassigned,Paused,0.5,7,0.6,97,0.072,1.53,0,0,0,4.2,0
K1122,Overture - US,4.30E+16,cheapest flight to paris,Standard,Unassigned,Unassigned,paris,Position 2-5 Bid Strategy,Unassigned,Paused,0.5,10,0.55,187,0.054,2.98,0,0,0,5.49,0
K1122,Overture - US,4.30E+16,airfare cheap france paris,Standard,Unassigned,Unassigned,paris,Position 2-5 Bid Strategy,Unassigned,Paused,0.5,10,0.55,153,0.065,1.55,0,0,0,5.51,0
K1122,Overture - US,4.30E+16,best fare to europe,Advanced,Unassigned,Unassigned,europe,Position 5-10 Bid Strategy,Unassigned,Paused,0.5,19,0.5,162,0.117,2.64,0,0,0,9.59,0
K1122,Overture - US,4.30E+16,airplane travel,Standard,Unassigned,Unassigned,airgeneral,Position 5-10 Bid Strategy,Unassigned,Paused,0.5,18,1.08,3080,0.006,3.02,0,0,0,19.47,0
K1122,Overture - US,4.30E+16,international air ticket,Standard,Unassigned,Unassigned,internationalgeneral,Position 5-10 Bid Strategy,Unassigned,Paused,0.5,37,0.89,1949,0.019,3.16,0,0,0,32.94,0
K1123,Overture - Global,4.30E+16,bordeaux airfare,Standard,Unassigned,Unassigned,bordeaux,Position 1-2 Target,Unassigned,Paused,0.51,1,0.59,47,0.021,2.02,0,0,0,0.59,0
K1123,Overture - Global,4.30E+16,ticket to toulouse,Standard,Unassigned,Unassigned,toulouse,Position 1-2 Target,Unassigned,Paused,0.51,3,0.54,94,0.032,2.01,0,0,0,1.61,0
K1123,Overture - Global,4.30E+16,discount flight nice,Advanced,Unassigned,Unassigned,flight,Position 1-2 Target,Unassigned,Paused,0.51,3,0.55,98,0.031,1.75,0,0,0,1.66,0
K1123,Overture - Global,4.30E+16,discount flight france,Advanced,Unassigned,Unassigned,flight,Position 1-2 Target,Unassigned,Paused,0.51,5,1.06,388,0.013,4.05,0,0,0,5.28,0
K1123,Overture - Global,4.30E+16,travel deal to paris france,Advanced,Unassigned,Unassigned,paris,Position 1-2 Target,Unassigned,Sent,0.51,9,0.87,177,0.051,1.38,0,0,0,7.85,0
K1123,Overture - Global,4.30E+16,nantes flight,Standard,Unassigned,Unassigned,nantes,Position 1-2 Target,Unassigned,Paused,0.51,19,0.46,14345,0.001,1.22,0,0,0,8.7,0
K1123,Overture - Global,4.30E+16,cheap air fare paris,Advanced,Unassigned,Unassigned,paris,Position 1-2 Target,Unassigned,Sent,0.51,16,0.58,3717,0.004,2.4,0,0,0,9.28,0
K1123,Overture - Global,4.30E+16,dijon flight,Standard,Unassigned,Unassigned,dijon,Position 1-2 Target,Unassigned,Paused,0.51,20,0.51,407,0.049,1.7,0,0,0,10.25,0
K1123,Overture - Global,4.30E+16,trip to paris france,Advanced,Unassigned,Unassigned,paris,Position 1-2 Target,Unassigned,Sent,0.51,37,0.69,550,0.067,1.66,0,0,0,25.61,0
K1123,Overture - Global,4.30E+16,cheap airfare to france,Advanced,Unassigned,Unassigned,airfare,Position 1-2 Target,Unassigned,Paused,0.51,73,0.55,1223,0.06,1.64,0,0,0,40.16,0
K1122,Overture - US,4.30E+16,discount flight france,Standard,Unassigned,Unassigned,france,Position 2-5 Bid Strategy,Unassigned,Paused,0.51,1,0.51,96,0.01,3.72,0,0,0,0.51,0
K1122,Overture - US,4.30E+16,fly to nice,Advanced,Unassigned,Unassigned,nice,Position 2-5 Bid Strategy,Unassigned,Paused,0.51,1,0.53,152,0.007,2.03,0,0,0,0.53,0
K1122,Overture - US,4.30E+16,airline ticket on line,Standard,Unassigned,Unassigned,airlinegeneral,Position 5-10 Bid Strategy,Unassigned,Paused,0.51,1,0.96,420,0.002,3.82,0,0,0,0.96,0
K1122,Overture - US,4.30E+16,fly to venice,Advanced,Unassigned,Unassigned,fly,Position 5-10 Bid Strategy,Unassigned,Paused,0.51,2,0.51,94,0.021,1.68,0,0,0,1.03,0
K1122,Overture - US,4.30E+16,fly to geneva,Advanced,Unassigned,Unassigned,fly,Position 5-10 Bid Strategy,Unassigned,Paused,0.51,2,0.55,62,0.032,1.5,0,0,0,1.1,0
K1122,Overture - US,4.30E+16,fly to lyon,Standard,Unassigned,Unassigned,lyon,Position 2-5 Bid Strategy,Unassigned,Paused,0.51,1,1.25,36,0.028,2.14,0,0,0,1.25,0
K1122,Overture - US,4.30E+16,nuremberg cheap flight,Advanced,Unassigned,Unassigned,nuremberg,Position 5-10 Bid Strategy,Unassigned,Paused,0.51,1,1.26,22,0.046,2.72,0,0,0,1.26,0
K1122,Overture - US,4.30E+16,air france schedule,Standard,Unassigned,Unassigned,airfrance,Position 1-4 Bid Strategy,Unassigned,Paused,0.51,4,0.42,407,0.01,1.82,0,0,0,1.68,0
K1122,Overture - US,4.30E+16,fly to munich,Advanced,Unassigned,Unassigned,fly,Position 5-10 Bid Strategy,Unassigned,Paused,0.51,4,0.73,1365,0.003,2.07,0,0,0,2.93,0
K1122,Overture - US,4.30E+16,berlin cheap ticket,Advanced,Unassigned,Unassigned,berlin,Position 5-10 Bid Strategy,Unassigned,Paused,0.51,6,0.51,154,0.039,2.25,0,0,0,3.09,0
K1122,Overture - US,4.30E+16,athens fly,Advanced,Unassigned,Unassigned,athens,Position 5-10 Bid Strategy,Unassigned,Paused,0.51,6,0.52,179,0.034,2.2,0,0,0,3.11,0
K1122,Overture - US,4.30E+16,air paris travel,Advanced,Unassigned,Unassigned,paris,Position 2-5 Bid Strategy,Unassigned,Paused,0.51,7,0.55,438,0.016,1.68,0,0,0,3.82,0
K1122,Overture - US,4.30E+16,munich cheap ticket,Advanced,Unassigned,Unassigned,munich,Position 5-10 Bid Strategy,Unassigned,Paused,0.51,8,0.5,2320,0.003,2.72,0,0,0,4.01,0
K1122,Overture - US,4.30E+16,fly to barcelona,Advanced,Unassigned,Unassigned,fly,Position 5-10 Bid Strategy,Unassigned,Paused,0.51,13,0.56,155,0.084,1.61,0,0,0,7.25,0
K1122,Overture - US,4.30E+16,discount airfare to rome,Advanced,Unassigned,Unassigned,discount,Position 5-10 Bid Strategy,Unassigned,Paused,0.51,11,0.77,243,0.045,1.49,0,0,0,8.5,0
K1122,Overture - US,4.30E+16,airfare milan,Advanced,Unassigned,Unassigned,milan,Position 5-10 Bid Strategy,Unassigned,Unavailable,0.51,12,0.76,11712,0.001,2.61,0,0,0,9.09,0
K1122,Overture - US,4.30E+16,cheap airfare to madrid,Advanced,Unassigned,Unassigned,madrid,Position 5-10 Bid Strategy,Unassigned,Paused,0.51,34,0.63,31725,0.001,1.12,0,0,0,21.39,0
K1122,Overture - US,4.30E+16,cheap airfare to rome,Advanced,Unassigned,Unassigned,rome,Position 5-10 Bid Strategy,Unassigned,Unavailable,0.51,24,1.06,800,0.03,1.48,0,0,0,25.52,0
K1122,Overture - US,4.30E+16,airfare to germany,Advanced,Unassigned,Unassigned,germany,Position 5-10 Bid Strategy,Unassigned,Paused,0.51,111,0.8,1899,0.059,1.41,0,0,0,88.36,0
K1122,Overture - US,4.30E+16,flight to greece,Standard,Unassigned,Unassigned,greece,Position 5-10 Bid Strategy,Unassigned,Paused,0.51,168,0.7,11984,0.014,1.85,0,0,0,117.8,0
K1122,Overture - US,4.30E+16,india cheap flight,Standard,Unassigned,Unassigned,india,Position 5-10 Bid Strategy,Unassigned,Paused,0.51,257,0.73,13691,0.019,2.49,0,0,0,187.12,0
K1123,Overture - Global,4.30E+16,travel to toulouse,Standard,Unassigned,Unassigned,toulouse,Position 1-2 Target,Unassigned,Paused,0.53,2,0.53,324,0.006,1.62,0,0,0,1.05,0
K1123,Overture - Global,4.30E+16,plane ticket france,Standard,Unassigned,Unassigned,ticket,Position 1-2 Target,Unassigned,Paused,0.53,23,0.57,647,0.036,1.88,0,0,0,13,0
K1122,Overture - US,4.30E+16,air ticket price,Standard,Unassigned,Unassigned,airgeneral,Position 5-10 Bid Strategy,Unassigned,Paused,0.53,10,0.49,3988,0.003,2.64,0,0,0,4.85,0
K1122,Overture - US,4.30E+16,cheapest airfare to london,Advanced,Unassigned,Unassigned,london,Position 5-10 Bid Strategy,Unassigned,Paused,0.53,11,0.86,87,0.126,2.11,0,0,0,9.47,0
K1122,Overture - US,4.30E+16,athens greece airfare,Advanced,Unassigned,Unassigned,athens,Position 5-10 Bid Strategy,Unassigned,Paused,0.53,17,0.57,237,0.072,2.44,0,0,0,9.76,0
K1122,Overture - US,4.30E+16,airline booking,Standard,Unassigned,Unassigned,airlinegeneral,Position 5-10 Bid Strategy,Unassigned,Paused,0.53,15,0.7,3199,0.005,3.87,0,0,0,10.43,0
K1122,Overture - US,4.30E+16,airfare to frankfurt,Advanced,Unassigned,Unassigned,frankfurt,Position 5-10 Bid Strategy,Unassigned,Paused,0.53,16,0.88,292,0.055,1.54,0,0,0,14.03,0
K1122,Overture - US,4.30E+16,paris airfare,Standard,Unassigned,Unassigned,paris,Position 2-5 Bid Strategy,Unassigned,Paused,0.53,52,0.98,7766,0.007,1.37,0,0,0,51.21,0
K1122,Overture - US,4.30E+16,flight to paris france,Standard,Unassigned,Unassigned,paris,Position 2-5 Bid Strategy,Unassigned,Paused,0.53,71,1.08,781,0.091,2.81,0,0,0,76.65,0
K1123,Overture - Global,4.30E+16,lorient flight,Standard,Unassigned,Unassigned,lorient,Position 1-2 Target,Unassigned,Paused,0.54,7,0.44,217,0.032,1.83,0,0,0,3.05,0
K1123,Overture - Global,4.30E+16,france airline,Advanced,Unassigned,Unassigned,france,Position 1-2 Target,Unassigned,Sent,0.54,213,0.59,5228,0.041,2.35,0,0,0,126.55,0
K1122,Overture - US,4.30E+16,air travel bargain,Standard,Unassigned,Unassigned,airgeneral,Position 5-10 Bid Strategy,Unassigned,Paused,0.54,3,0.78,848,0.004,3.28,0,0,0,2.35,0
K1122,Overture - US,4.30E+16,fly prague,Advanced,Unassigned,Unassigned,fly,Position 5-10 Bid Strategy,Unassigned,Paused,0.54,5,0.56,154,0.033,2.11,0,0,0,2.8,0
K1122,Overture - US,4.30E+16,air travel site,Standard,Unassigned,Unassigned,airgeneral,Position 5-10 Bid Strategy,Unassigned,Paused,0.54,6,1.65,764,0.008,3.54,0,0,0,9.9,0
K1122,Overture - US,4.30E+16,airfare cheap discount,Standard,Unassigned,Unassigned,airfaregeneral,Position 5-10 Bid Strategy,Unassigned,Paused,0.54,43,0.59,7162,0.006,4.13,0,0,0,25.56,0
K1123,Overture - Global,4.30E+16,marseille airline ticket,Standard,Unassigned,Unassigned,marseille,Position 1-2 Target,Unassigned,Paused,0.55,1,0.58,669,0.002,1.91,0,0,0,0.58,0
K1123,Overture - Global,4.30E+16,cheap montpellier flight,Standard,Unassigned,Unassigned,montpellier,Position 1-2 Target,Unassigned,Paused,0.55,3,0.56,108,0.028,1.87,0,0,0,1.67,0
K1123,Overture - Global,4.30E+16,air france business travel,Advanced,Unassigned,Unassigned,airfrance,Position 1-2 Target,Unassigned,Paused,0.55,10,0.66,1025,0.01,1.85,0,0,0,6.55,0
K1122,Overture - US,4.30E+16,atlanta to frankfurt,Advanced,Unassigned,Unassigned,frankfurt,Position 5-10 Bid Strategy,Unassigned,Paused,0.55,2,0.32,23,0.087,1.57,0,0,0,0.64,0
K1122,Overture - US,4.30E+16,flight to britain,Advanced,Unassigned,Unassigned,britain,Position 5-10 Bid Strategy,Unassigned,Paused,0.55,2,0.41,105,0.019,1.75,0,0,0,0.81,0
K1122,Overture - US,4.30E+16,atlanta to rome,Advanced,Unassigned,Unassigned,rome,Position 5-10 Bid Strategy,Unassigned,Unavailable,0.55,2,0.5,415,0.005,7.06,0,0,0,1,0
K1122,Overture - US,4.30E+16,chicago to rome,Advanced,Unassigned,Unassigned,chicago,Position 5-10 Bid Strategy,Unassigned,Paused,0.55,3,0.5,181,0.017,2.86,0,0,0,1.49,0
K1122,Overture - US,4.30E+16,flight italy naples,Advanced,Unassigned,Unassigned,flight,Position 5-10 Bid Strategy,Unassigned,Paused,0.55,17,0.62,320,0.053,2.15,0,0,0,10.49,0
K1122,Overture - US,4.30E+16,discounted international airfare,Standard,Unassigned,Unassigned,discountgeneral,Position 5-10 Bid Strategy,Unassigned,Paused,0.55,11,1.22,383,0.029,2.22,0,0,0,13.46,0
K1122,Overture - US,4.30E+16,air flight ticket,Standard,Unassigned,Unassigned,airgeneral,Position 5-10 Bid Strategy,Unassigned,Paused,0.55,23,0.87,2574,0.009,3.4,0,0,0,19.9,0
K1122,Overture - US,4.30E+16,hanover cheap flight,Advanced,Unassigned,Unassigned,hanover,Position 5-10 Bid Strategy,Unassigned,Paused,0.56,2,0.54,44,0.046,1.73,0,0,0,1.08,0
K1122,Overture - US,4.30E+16,flight to valencia spain,Advanced,Unassigned,Unassigned,flight,Position 5-10 Bid Strategy,Unassigned,Paused,0.56,2,0.56,90,0.022,1.74,0,0,0,1.13,0
K1122,Overture - US,4.30E+16,chicago to london,Advanced,Unassigned,Unassigned,london,Position 5-10 Bid Strategy,Unassigned,Paused,0.56,5,0.58,161,0.031,3.56,0,0,0,2.88,0
K1122,Overture - US,4.30E+16,airfare cheap rate,Standard,Unassigned,Unassigned,airfaregeneral,Position 5-10 Bid Strategy,Unassigned,Paused,0.56,3,0.99,462,0.007,2.61,0,0,0,2.97,0
K1122,Overture - US,4.30E+16,airplane france ticket,Standard,Unassigned,Unassigned,france,Position 1-4 Bid Strategy,Unassigned,Paused,0.56,6,0.51,88,0.068,2.82,0,0,0,3.09,0
K1122,Overture - US,4.30E+16,air fare cheap,Standard,Unassigned,Unassigned,airgeneral,Position 5-10 Bid Strategy,Unassigned,Paused,0.56,9,0.72,1974,0.005,2.28,0,0,0,6.49,0
K1122,Overture - US,4.30E+16,discount paris airfare,Standard,Unassigned,Unassigned,paris,Position 2-5 Bid Strategy,Unassigned,Paused,0.56,13,0.82,581,0.022,3.22,0,0,0,10.64,0
K1123,Overture - Global,4.30E+16,paris travel information,Advanced,Unassigned,Unassigned,paris,Position 1-2 Target,Unassigned,Sent,0.58,2,0.78,2661,0.001,1.27,0,0,0,1.55,0
K1123,Overture - Global,4.30E+16,cheap nice airfare,Advanced,Unassigned,Unassigned,nice,Position 1-2 Target,Unassigned,Paused,0.58,6,0.44,14936,0,2.54,0,0,0,2.61,0
K1123,Overture - Global,4.30E+16,ajaccio flight,Standard,Unassigned,Unassigned,ajaccio,Position 1-2 Target,Unassigned,Paused,0.58,8,0.36,616,0.013,2.03,0,0,0,2.89,0
K1123,Overture - Global,4.30E+16,cheap flight to marseille,Standard,Unassigned,Unassigned,marseille,Position 1-2 Target,Unassigned,Paused,0.58,7,0.61,1067,0.007,2.1,0,0,0,4.24,0
K1123,Overture - Global,4.30E+16,cheap flight to lyon,Advanced,Unassigned,Unassigned,lyon,Position 1-2 Target,Unassigned,Paused,0.58,9,0.63,478,0.019,2.09,0,0,0,5.7,0
K1123,Overture - Global,4.30E+16,flight to perpignan,Standard,Unassigned,Unassigned,perpignan,Position 1-2 Target,Unassigned,Paused,0.58,11,0.56,482,0.023,1.6,0,0,0,6.19,0
K1123,Overture - Global,4.30E+16,paris airfare deal,Advanced,Unassigned,Unassigned,airfare,Position 1-2 Target,Unassigned,Paused,0.58,11,0.81,8617,0.001,2.66,0,0,0,8.94,0
K1123,Overture - Global,4.30E+16,flight to nimes,Standard,Unassigned,Unassigned,nimes,Position 1-2 Target,Unassigned,Paused,0.58,16,0.63,548,0.029,1.65,0,0,0,10.08,0
K1122,Overture - US,4.30E+16,air travel reservation,Standard,Unassigned,Unassigned,airgeneral,Position 5-10 Bid Strategy,Unassigned,Paused,0.58,1,0.41,944,0.001,3.24,0,0,0,0.41,0
K1122,Overture - US,4.30E+16,air france business travel,Standard,Unassigned,Unassigned,airfrance,Position 2-5 Bid Strategy,Unassigned,Paused,0.58,1,0.68,301,0.003,2.24,0,0,0,0.68,0
K1122,Overture - US,4.30E+16,atlanta to london,Advanced,Unassigned,Unassigned,london,Position 5-10 Bid Strategy,Unassigned,Paused,0.58,2,0.78,37,0.054,2.37,0,0,0,1.56,0
K1122,Overture - US,4.30E+16,cheap paris plane ticket,Standard,Unassigned,Unassigned,paris,Position 2-5 Bid Strategy,Unassigned,Paused,0.58,2,0.98,64,0.031,2.6,0,0,0,1.95,0
K1122,Overture - US,4.30E+16,munich ticket,Advanced,Unassigned,Unassigned,munich,Position 5-10 Bid Strategy,Unassigned,Paused,0.58,4,0.63,2577,0.002,2.85,0,0,0,2.51,0
K1122,Overture - US,4.30E+16,new york to london,Advanced,Unassigned,Unassigned,newyork,Position 5-10 Bid Strategy,Unassigned,Paused,0.58,6,0.54,322,0.019,3.4,0,0,0,3.25,0
K1122,Overture - US,4.30E+16,air line travel,Standard,Unassigned,Unassigned,airlinegeneral,Position 5-10 Bid Strategy,Unassigned,Paused,0.58,3,1.13,1348,0.002,3.33,0,0,0,3.39,0
K1122,Overture - US,4.30E+16,london air fare,Advanced,Unassigned,Unassigned,airfare,Position 5-10 Bid Strategy,Unassigned,Paused,0.58,2,1.91,88,0.023,2.1,0,0,0,3.83,0
K1122,Overture - US,4.30E+16,athens ticket,Advanced,Unassigned,Unassigned,athens,Position 5-10 Bid Strategy,Unassigned,Paused,0.58,4,0.96,226,0.018,2.86,0,0,0,3.85,0
K1122,Overture - US,4.30E+16,fly to france,Standard,Unassigned,Unassigned,france,Position 2-5 Bid Strategy,Unassigned,Paused,0.58,10,0.42,212,0.047,2.65,0,0,0,4.16,0
K1122,Overture - US,4.30E+16,airline ticket paris,Standard,Unassigned,Unassigned,paris,Position 2-5 Bid Strategy,Unassigned,Paused,0.58,21,1.14,658,0.032,2.96,0,0,0,24.04,0
K1122,Overture - US,4.30E+16,cheap flight to barcelona,Advanced,Unassigned,Unassigned,barcelona,Position 5-10 Bid Strategy,Unassigned,Paused,0.58,73,0.79,5043,0.015,1.62,0,0,0,57.57,0
K1122,Overture - US,4.30E+16,india airfare,Standard,Unassigned,Unassigned,india,Position 5-10 Bid Strategy,Unassigned,Paused,0.58,288,0.63,7569,0.038,1.91,0,0,0,182.04,0
K1123,Overture - Global,4.30E+16,cheap strasbourg flight,Standard,Unassigned,Unassigned,strasbourg,Position 1-2 Target,Unassigned,Paused,0.59,1,0.59,54,0.019,1.37,0,0,0,0.59,0
K1123,Overture - Global,4.30E+16,bordeaux cheap airfare,Advanced,Unassigned,Unassigned,bordeaux,Position 1-2 Target,Unassigned,Paused,0.59,2,0.51,35,0.057,1.83,0,0,0,1.01,0
K1123,Overture - Global,4.30E+16,lyon travel,Advanced,Unassigned,Unassigned,lyon,Position 1-2 Target,Unassigned,Paused,0.59,3,0.76,3158,0.001,2.01,0,0,0,2.27,0
K1123,Overture - Global,4.30E+16,cheap flight to toulouse,Standard,Unassigned,Unassigned,toulouse,Position 1-2 Target,Unassigned,Paused,0.59,4,0.6,398,0.01,1.4,0,0,0,2.4,0
